,doc,url,correct,target,prediction,count
81,"Deadlock can happen when MemoryAwareThreadPoolExecutor with limit is used
I believe that I have found a deadlock on Netty 3.6.5.Final. It seems that ""New I/O worker #2"" thread fires an event while it is holding a lock (AbstractNioWorker.java:343 - channel.writeLock). It waits on a MemoryAwareThreadPoolExecutor$Limiter (because the available space has been exceeded) instance but the ""OrderedMemoryAwareThreadPoolExecutor thread #3"" can not notify it because ""New I/O worker #2"" is holding the lock ""OrderedMemoryAwareThreadPoolExecutor thread #3"" requires to continue processing its requests.

Here are the stack traces:

```
""New I/O worker #2"" prio=6 tid=0x16f1f800 nid=0x9d0 in Object.wait() [0x1758f000]
   java.lang.Thread.State: WAITING (on object monitor)
    at java.lang.Object.wait(Native Method)
    at java.lang.Object.wait(Object.java:503)
    at org.jboss.netty.handler.execution.MemoryAwareThreadPoolExecutor$Limiter.increase(MemoryAwareThreadPoolExecutor.java:640)
    - locked <0x080da358> (a org.jboss.netty.handler.execution.MemoryAwareThreadPoolExecutor$Limiter)
    at org.jboss.netty.handler.execution.MemoryAwareThreadPoolExecutor.increaseCounter(MemoryAwareThreadPoolExecutor.java:501)
    at org.jboss.netty.handler.execution.MemoryAwareThreadPoolExecutor.execute(MemoryAwareThreadPoolExecutor.java:435)
    at org.jboss.netty.handler.execution.ExecutionHandler.handleUpstream(ExecutionHandler.java:173)
    at org.jboss.netty.channel.DefaultChannelPipeline.sendUpstream(DefaultChannelPipeline.java:564)
    at org.jboss.netty.channel.DefaultChannelPipeline$DefaultChannelHandlerContext.sendUpstream(DefaultChannelPipeline.java:791)
    at org.jboss.netty.handler.codec.oneone.OneToOneDecoder.handleUpstream(OneToOneDecoder.java:60)
    at org.jboss.netty.channel.DefaultChannelPipeline.sendUpstream(DefaultChannelPipeline.java:564)
    at org.jboss.netty.channel.DefaultChannelPipeline$DefaultChannelHandlerContext.sendUpstream(DefaultChannelPipeline.java:791)
    at org.jboss.netty.channel.SimpleChannelUpstreamHandler.channelUnbound(SimpleChannelUpstreamHandler.java:216)
    at org.jboss.netty.channel.SimpleChannelUpstreamHandler.handleUpstream(SimpleChannelUpstreamHandler.java:95)
    at org.jboss.netty.channel.DefaultChannelPipeline.sendUpstream(DefaultChannelPipeline.java:564)
    at org.jboss.netty.channel.DefaultChannelPipeline.sendUpstream(DefaultChannelPipeline.java:559)
    at org.jboss.netty.channel.Channels.fireChannelUnbound(Channels.java:432)
    at org.jboss.netty.channel.socket.nio.AbstractNioWorker.close(AbstractNioWorker.java:343)
    at org.jboss.netty.channel.socket.nio.AbstractNioWorker.write0(AbstractNioWorker.java:254)
    - locked <0x08454ce0> (a java.lang.Object)
    at org.jboss.netty.channel.socket.nio.AbstractNioWorker.writeFromTaskLoop(AbstractNioWorker.java:150)
    at org.jboss.netty.channel.socket.nio.AbstractNioChannel$WriteTask.run(AbstractNioChannel.java:335)
    at org.jboss.netty.channel.socket.nio.AbstractNioSelector.processTaskQueue(AbstractNioSelector.java:366)
    at org.jboss.netty.channel.socket.nio.AbstractNioSelector.run(AbstractNioSelector.java:290)
    at org.jboss.netty.channel.socket.nio.AbstractNioWorker.run(AbstractNioWorker.java:88)
    at org.jboss.netty.channel.socket.nio.NioWorker.run(NioWorker.java:178)
    at org.jboss.netty.util.ThreadRenamingRunnable.run(ThreadRenamingRunnable.java:108)
    at org.jboss.netty.util.internal.DeadLockProofWorker$1.run(DeadLockProofWorker.java:42)
    at java.util.concurrent.ThreadPoolExecutor.runWorker(Unknown Source)
    at java.util.concurrent.ThreadPoolExecutor$Worker.run(Unknown Source)
    at java.lang.Thread.run(Unknown Source)

   Locked ownable synchronizers:
    - <0x080c36d0> (a java.util.concurrent.ThreadPoolExecutor$Worker)

""OrderedMemoryAwareThreadPoolExecutor thread #3"" prio=6 tid=0x16ef8800 nid=0x914 waiting for monitor entry [0x17f8e000]
   java.lang.Thread.State: BLOCKED (on object monitor)
    at org.jboss.netty.channel.socket.nio.AbstractNioWorker.cleanUpWriteBuffer(AbstractNioWorker.java:374)
    - waiting to lock <0x08454ce0> (a java.lang.Object)
    at org.jboss.netty.channel.socket.nio.AbstractNioWorker.writeFromUserCode(AbstractNioWorker.java:127)
    at org.jboss.netty.channel.socket.nio.NioServerSocketPipelineSink.handleAcceptedSocket(NioServerSocketPipelineSink.java:99)
    at org.jboss.netty.channel.socket.nio.NioServerSocketPipelineSink.eventSunk(NioServerSocketPipelineSink.java:36)
    at org.jboss.netty.channel.DefaultChannelPipeline$DefaultChannelHandlerContext.sendDownstream(DefaultChannelPipeline.java:779)
    at org.jboss.netty.handler.ssl.SslHandler.flushPendingEncryptedWrites(SslHandler.java:1109)
    at org.jboss.netty.handler.ssl.SslHandler.wrap(SslHandler.java:1048)
    at org.jboss.netty.handler.ssl.SslHandler.handleDownstream(SslHandler.java:631)
    at org.jboss.netty.channel.DefaultChannelPipeline.sendDownstream(DefaultChannelPipeline.java:591)
    at org.jboss.netty.channel.DefaultChannelPipeline$DefaultChannelHandlerContext.sendDownstream(DefaultChannelPipeline.java:784)
    at org.jboss.netty.channel.Channels.write(Channels.java:725)
    at org.jboss.netty.handler.codec.oneone.OneToOneEncoder.doEncode(OneToOneEncoder.java:71)
    at org.jboss.netty.handler.codec.oneone.OneToOneStrictEncoder.doEncode(OneToOneStrictEncoder.java:35)
    - locked <0x083e9968> (a org.jboss.netty.channel.socket.nio.NioAcceptedSocketChannel)
    at org.jboss.netty.handler.codec.oneone.OneToOneEncoder.handleDownstream(OneToOneEncoder.java:59)
    at org.jboss.netty.handler.codec.compression.JdkZlibEncoder.handleDownstream(JdkZlibEncoder.java:221)
    at org.jboss.netty.channel.DefaultChannelPipeline.sendDownstream(DefaultChannelPipeline.java:591)
    at org.jboss.netty.channel.DefaultChannelPipeline$DefaultChannelHandlerContext.sendDownstream(DefaultChannelPipeline.java:784)
    at org.jboss.netty.handler.execution.ExecutionHandler.handleDownstream(ExecutionHandler.java:186)
    at org.jboss.netty.channel.DefaultChannelPipeline.sendDownstream(DefaultChannelPipeline.java:591)
    at org.jboss.netty.channel.DefaultChannelPipeline$DefaultChannelHandlerContext.sendDownstream(DefaultChannelPipeline.java:784)
    [my project's classes...]
    at org.jboss.netty.channel.SimpleChannelHandler.handleDownstream(SimpleChannelHandler.java:254)
    at org.jboss.netty.channel.DefaultChannelPipeline.sendDownstream(DefaultChannelPipeline.java:591)
    at org.jboss.netty.channel.DefaultChannelPipeline.sendDownstream(DefaultChannelPipeline.java:582)
    at org.jboss.netty.channel.Channels.write(Channels.java:704)
    at org.jboss.netty.channel.Channels.write(Channels.java:671)
    at org.jboss.netty.channel.AbstractChannel.write(AbstractChannel.java:248)
    [my project's classes...]
    at org.jboss.netty.channel.SimpleChannelHandler.handleDownstream(SimpleChannelHandler.java:254)
    at org.jboss.netty.channel.DefaultChannelPipeline.sendDownstream(DefaultChannelPipeline.java:591)
    at org.jboss.netty.channel.DefaultChannelPipeline.sendDownstream(DefaultChannelPipeline.java:582)
    at org.jboss.netty.channel.Channels.write(Channels.java:704)
    at org.jboss.netty.channel.Channels.write(Channels.java:671)
    at org.jboss.netty.channel.AbstractChannel.write(AbstractChannel.java:248)
    [my project's classes...]
    - locked <0x083db908> ([my project's classes...])
    [my project's classes...]
    at org.jboss.netty.channel.SimpleChannelHandler.handleUpstream(SimpleChannelHandler.java:88)
    at org.jboss.netty.channel.DefaultChannelPipeline.sendUpstream(DefaultChannelPipeline.java:564)
    at org.jboss.netty.channel.DefaultChannelPipeline$DefaultChannelHandlerContext.sendUpstream(DefaultChannelPipeline.java:791)
    at org.jboss.netty.handler.execution.ChannelUpstreamEventRunnable.doRun(ChannelUpstreamEventRunnable.java:43)
    at org.jboss.netty.handler.execution.ChannelEventRunnable.run(ChannelEventRunnable.java:67)
    at org.jboss.netty.handler.execution.OrderedMemoryAwareThreadPoolExecutor$ChildExecutor.run(OrderedMemoryAwareThreadPoolExecutor.java:314)
    at java.util.concurrent.ThreadPoolExecutor.runWorker(Unknown Source)
    at java.util.concurrent.ThreadPoolExecutor$Worker.run(Unknown Source)
    at java.lang.Thread.run(Unknown Source)

   Locked ownable synchronizers:
    - <0x083d62a8> (a java.util.concurrent.ThreadPoolExecutor$Worker)
    - <0x0841d6a8> (a java.util.concurrent.locks.ReentrantLock$FairSync)
    - <0x0841e978> (a java.util.concurrent.locks.ReentrantLock$FairSync)
    - <0x0841ea10> (a java.util.concurrent.locks.ReentrantLock$FairSync)
```
",https://github.com/netty/netty/issues/1310,1.0,0.0,0.0,49
448,"_missing_ is missing?
`_missing_` doesn't appear to have made it into 5.0 (it's in the [2.4 docs](https://www.elastic.co/guide/en/elasticsearch/reference/current/query-dsl-query-string-query.html)), but it's not in the [breaking changes](https://www.elastic.co/guide/en/elasticsearch/reference/5.0/breaking_50_search_changes.html).

Was this removed?",https://github.com/elastic/elasticsearch/issues/21226,1.0,2.0,2.0,45
270,"OioSocketChannel.close(...) and OioDatagramChannel.close(...) may interrupt wrong thread
Because of a race-condition it is possible that OioSocketChannel.close(...) / OioDatagramChannel.close(...) will interrupt the wrong thread.
",https://github.com/netty/netty/issues/2013,1.0,0.0,0.0,54
289,"Possible race-condition during write operation cancellation
",https://github.com/redisson/redisson/issues/1061,1.0,0.0,0.0,44
172,"Infinity-loop in HashedWheelTimer
From mailinglist: 

Hello, guys,

I am not sure if I have hit upon a regression in HashedWheelTimer or MpscLinkedQueue, or I am using the classes in an improper way. I occassionally see a timer thread stuck in an infinite loop in peekNode(), 100% CPU (see stack trace right at the end).

I am running 4.0.21.Final, substantially same code was running several 4.0.x versions without seeing this.

Debugging the thread, MpscLinkedQueue.peekNode(): head of the queue is a not null cancelled timer, next is null, tail is a not null cancelled timer.

Suggestions?

""timer-5-thread-1"" prio=10 tid=0x00007f12b8075800 nid=0x24b5 runnable [0x00007f12f60f7000]
   java.lang.Thread.State: RUNNABLE
    at io.netty.util.internal.MpscLinkedQueue.peekNode(MpscLinkedQueue.java:114)
    at io.netty.util.internal.MpscLinkedQueue.poll(MpscLinkedQueue.java:139)
    at io.netty.util.HashedWheelTimer$Worker.transferTimeoutsToBuckets(HashedWheelTimer.java:387)
    at io.netty.util.HashedWheelTimer$Worker.run(HashedWheelTimer.java:362)
    at java.lang.Thread.run(Thread.java:744)
   Locked ownable synchronizers:
    - None
",https://github.com/netty/netty/issues/2651,1.0,0.0,0.0,41
422,"WebSocketRegistryListener leaks if no SessionDestroyedEvent fired
If no SessionDestroyedEvent is fired, then WebSocketRegistryListener will have a memory leak. This would happen if Redis is not configured to send events.

We should be proactive in ensuring that Redis is configured for send session expiration events (which then get translated to SessionDestroyedEvent). We should also ensure empty session to WebSocket connections are removed.
",https://github.com/spring-projects/spring-session/issues/76,1.0,1.0,1.0,45
150,"GrizzlyResponse object reachable from SelectorRunner thread local
Hi,

We are using grizzly through AHC to perform some HTTP requests. After those requests have finished, in a thread dump i can still see the response objects being referenced, and not being garbage collected. Attached is a screenshot of there references from a heap dump:

![screen shot 2015-12-22 at 9 37 37 am](https://cloud.githubusercontent.com/assets/8010105/11955732/211f42b4-a893-11e5-8885-4c7eb7553764.png)

In a case where the size of the transferred data is big, i see some heavy memory usage.

The problem seems to be with the reference chain TCPNIOConnection -> IndexedAttributeHolder -> $Snapshot -> HttpTransactionContext. Perhaps at least one of those references should be discarded after the request has completed, or provide a way to an app to clear that.

The following test can reproduce this issue.

```
    @Test
    public void referencedResponseHC() throws InterruptedException
    {
        AsyncHttpClientConfig config = new AsyncHttpClientConfig.Builder().build();
        AsyncHttpClient client = new AsyncHttpClient(new GrizzlyAsyncHttpProvider(config), config);

        final CountDownLatch responseLatch = new CountDownLatch(1);
        final AtomicReference<Response> responseRef = new AtomicReference<>();

        client.prepareGet(""http://www.ning.com/"").execute(new AsyncCompletionHandler<Response>()
        {

            @Override
            public Response onCompleted(Response response) throws Exception
            {
                responseLatch.countDown();
                responseRef.set(response);
                return response;
            }

            @Override
            public void onThrowable(Throwable t)
            {
                // Something wrong happened.
            }
        });

        responseLatch.await(5, TimeUnit.SECONDS);
        verifyNotLeaked(new PhantomReference<>(responseRef.getAndSet(null), new ReferenceQueue<>()));
    }

    private void verifyNotLeaked(PhantomReference possibleLeakPhantomRef) throws InterruptedException
    {
        for (int i = 0; i < 10; ++i)
        {
            System.gc();
            Thread.sleep(100);
            if (possibleLeakPhantomRef.isEnqueued())
            {
                break;
            }
        }
        assertTrue(possibleLeakPhantomRef.isEnqueued());
    }
```

Thanks in advance,
",https://github.com/AsyncHttpClient/async-http-client/issues/1067,1.0,1.0,1.0,54
423,"WebSocketUtil.base64(..) leaks resources
org.vertx.java.tests.core.http.GroovyHttpTest > testPUTChunked STANDARD_OUT
    17:43:22.682 WARN  [vert.x-eventloop-thread-1][io.netty.util.ResourceLeakDetector] LEAK: ByteBuf was GC'd before being released correctly.
    io.netty.util.ResourceLeakException: io.netty.buffer.UnpooledUnsafeDirectByteBuf@46f8fbdb
        at io.netty.util.ResourceLeakDetector$DefaultResourceLeak.<init>(ResourceLeakDetector.java:158)
        at io.netty.util.ResourceLeakDetector.open(ResourceLeakDetector.java:103)
        at io.netty.buffer.UnpooledUnsafeDirectByteBuf.<init>(UnpooledUnsafeDirectByteBuf.java:72)
        at io.netty.buffer.UnpooledByteBufAllocator.newDirectBuffer(UnpooledByteBufAllocator.java:49)
        at io.netty.buffer.AbstractByteBufAllocator.directBuffer(AbstractByteBufAllocator.java:130)
        at io.netty.buffer.AbstractByteBufAllocator.directBuffer(AbstractByteBufAllocator.java:121)
        at io.netty.buffer.AbstractByteBufAllocator.buffer(AbstractByteBufAllocator.java:58)
        at io.netty.handler.codec.base64.Base64.encode(Base64.java:115)
        at io.netty.handler.codec.base64.Base64.encode(Base64.java:86)
        at io.netty.handler.codec.base64.Base64.encode(Base64.java:73)
        at io.netty.handler.codec.base64.Base64.encode(Base64.java:69)
        at io.netty.handler.codec.http.websocketx.WebSocketUtil.base64(WebSocketUtil.java:74)
        at io.netty.handler.codec.http.websocketx.WebSocketClientHandshaker13.newHandshakeRequest(WebSocketClientHandshaker13.java:106)
        at io.netty.handler.codec.http.websocketx.WebSocketClientHandshaker.handshake(WebSocketClientHandshaker.java:149)
        at io.netty.handler.codec.http.websocketx.WebSocketClientHandshaker.handshake(WebSocketClientHandshaker.java:137)
        at org.vertx.java.core.http.impl.ClientConnection.toWebSocket(ClientConnection.java:115)
        at org.vertx.java.core.http.impl.DefaultHttpClient$3.handle(DefaultHttpClient.java:153)
        at org.vertx.java.core.http.impl.DefaultHttpClient$3.handle(DefaultHttpClient.java:150)
        at org.vertx.java.core.http.impl.DefaultHttpClient.createConn(DefaultHttpClient.java:540)
        at org.vertx.java.core.http.impl.DefaultHttpClient.access$600(DefaultHttpClient.java:47)
        at org.vertx.java.core.http.impl.DefaultHttpClient$6.run(DefaultHttpClient.java:526)
        at org.vertx.java.core.impl.DefaultContext$3.run(DefaultContext.java:171)
        at org.vertx.java.core.impl.DefaultContext.execute(DefaultContext.java:129)
        at org.vertx.java.core.http.impl.DefaultHttpClient.connected(DefaultHttpClient.java:524)
        at org.vertx.java.core.http.impl.DefaultHttpClient.access$400(DefaultHttpClient.java:47)
        at org.vertx.java.core.http.impl.DefaultHttpClient$5.operationComplete(DefaultHttpClient.java:508)
        at org.vertx.java.core.http.impl.DefaultHttpClient$5.operationComplete(DefaultHttpClient.java:487)
        at io.netty.util.concurrent.DefaultPromise.notifyListener0(DefaultPromise.java:612)
        at io.netty.util.concurrent.DefaultPromise.notifyListeners0(DefaultPromise.java:577)
        at io.netty.util.concurrent.DefaultPromise.notifyListeners(DefaultPromise.java:539)
        at io.netty.util.concurrent.DefaultPromise.setSuccess(DefaultPromise.java:380)
        at io.netty.channel.DefaultChannelPromise.setSuccess(DefaultChannelPromise.java:76)
        at io.netty.channel.DefaultChannelPromise.setSuccess(DefaultChannelPromise.java:71)
        at io.netty.channel.nio.AbstractNioChannel$AbstractNioUnsafe.finishConnect(AbstractNioChannel.java:232)
        at io.netty.channel.nio.NioEventLoop.processSelectedKey(NioEventLoop.java:513)
        at io.netty.channel.nio.NioEventLoop.processSelectedKeysOptimized(NioEventLoop.java:465)
        at io.netty.channel.nio.NioEventLoop.run(NioEventLoop.java:359)
        at io.netty.util.concurrent.SingleThreadEventExecutor$2.run(SingleThreadEventExecutor.java:101)
        at java.lang.Thread.run(Thread.java:722)
",https://github.com/netty/netty/issues/1579,1.0,1.0,1.0,34
287,"Possible memory leak due to usage of ThreadLocals
I am using HikariCP 2.0.1 with Tomcat 8.0.12. The latter keeps complaining about non-cleared ConcurrentBag threadlocal:

27-Sep-2014 00:14:49.001 SEVERE [localhost-startStop-2] org.apache.catalina.loader.WebappClassLoader.checkThreadLocalMapForLeaks The web application [/medex] created a ThreadLocal with key of type [java.lang.ThreadLocal](value [java.lang.ThreadLocal@4437ca25]) and a value of type [com.zaxxer.hikari.util.FastList](value [com.zaxxer.hikari.util.FastList@62b24a7b]) but failed to remove it when the web application was stopped. Threads are going to be renewed over time to try and avoid a probable memory leak.

ConcurrentBag uses FastList threadlocal but never removes it. Consequently, this thread cannot be processed by garbage collector.

The easiest and most obvious fix is to provide some shutdown hook for ConcurrentBag allowing to remove it's threadlocal and then use it in pool shutdown routine. As ConcurrentBag will get ""corrupted"" after shutdown call, it makes sense to track it's state in some property and throw IllegalStateException on subsequent attempts to use this concurrent bag (if necessary).

Best regards, Arthur
",https://github.com/brettwooldridge/HikariCP/issues/148,1.0,1.0,1.0,37
425,"When the number of pending unencrypted bytes is high, SslHandler tries to allocate a huge outNet buffer.
### Expected behavior

When a user attempts to write a large buffer (e.g. 1GB) via SslHandler, SslHandler should not attempt to allocate an outNet buffer that's as large as the buffer given by the user, because

- We may not be able to flush fast enough to deallocate it soon.
- A user may get an OOME when under backpressure due to double memory allocation.
- It's inefficient to allocate a direct buffer that's bigger than 16MiB (pooled allocator's chunk size)

### Actual behavior

When a user attempts to write a large buffer, SslHandler should not allocate a huge buffer upfront but only allocate up to certain threshold. e.g. Always keep the number of pending outNet bytes low even if `SslHandler.pendingUnencryptedWrites.bytes` is high.

### Steps to reproduce

- Give JVM relatively small amount of heap and direct memory (e.g. 128m)
- On an SSL connection, attempt to send a buffer that's slightly larger than half of the available direct memory. 
- SslHandler will attempt to allocate a buffer that's as large as the buffer being sent and end up with an OOME.

### Minimal yet complete reproducer code (or URL to code)

I reproduced the problem by running `./gradlew core:check` for [Armeria](https://github.com/line/armeria), but it's not a minimal reproducer obviously. You get the idea though, right? ;-)

### Netty version

4.1.9.Final. No problem with 4.1.8.Final.

### JVM version (e.g. `java -version`)

```
java version ""1.8.0_112""
Java(TM) SE Runtime Environment (build 1.8.0_112-b15)
Java HotSpot(TM) 64-Bit Server VM (build 25.112-b15, mixed mode)
```

### OS version (e.g. `uname -a`)

`Linux porori 4.9.0-0.bpo.2-amd64 #1 SMP Debian 4.9.13-1~bpo8+1 (2017-02-27) x86_64 GNU/Linux`",https://github.com/netty/netty/issues/6564,1.0,1.0,1.0,42
