url,RootCause,RootCauseDetail,Confidence
https://github.com/eclipse/hono/issues/547,Semantic,Incorrect value
https://github.com/pmd/pmd/issues/206,Semantic,Incorrect value
https://github.com/DiUS/pact-jvm/issues/221,Semantic,Dependency
https://github.com/eclipse/eclipse.jdt.ls/issues/501,Semantic,Dependency
https://github.com/google/ExoPlayer/issues/4078,Semantic,Dependency
https://github.com/JetBrains/idea-gitignore/issues/395,Semantic,Dependency
https://github.com/jhipster/generator-jhipster/issues/4563,Semantic,Dependency
https://github.com/jhipster/generator-jhipster/issues/471,Semantic,Dependency
https://github.com/OpenRefine/OpenRefine/issues/1583,Semantic,Dependency
https://github.com/spring-projects/spring-security/issues/8525,Semantic,Dependency
https://github.com/spring-projects/spring-security/issues/8608,Semantic,Dependency
https://github.com/spring-projects/spring-session/issues/460,Semantic,Dependency
https://github.com/antlr/antlr4/issues/1213,Scripting,Scripting
https://github.com/antlr/antlr4/issues/1280,Scripting,Scripting
https://github.com/antlr/antlr4/issues/796,Scripting,Scripting
https://github.com/bazelbuild/bazel/issues/10356,Scripting,Scripting
https://github.com/bazelbuild/bazel/issues/1122,Scripting,Scripting
https://github.com/bazelbuild/bazel/issues/1456,Scripting,Scripting
https://github.com/bazelbuild/bazel/issues/1827,Scripting,Scripting
https://github.com/bazelbuild/bazel/issues/2250,Scripting,Scripting
https://github.com/bazelbuild/bazel/issues/2262,Scripting,Scripting
https://github.com/bazelbuild/bazel/issues/2384,Scripting,Scripting
https://github.com/bazelbuild/bazel/issues/245,Scripting,Scripting
https://github.com/bazelbuild/bazel/issues/2591,Scripting,Scripting
https://github.com/bazelbuild/bazel/issues/2708,Scripting,Scripting
https://github.com/bazelbuild/bazel/issues/2829,Scripting,Scripting
https://github.com/bazelbuild/bazel/issues/2912,Scripting,Scripting
https://github.com/bazelbuild/bazel/issues/3202,Scripting,Scripting
https://github.com/bazelbuild/bazel/issues/3278,Scripting,Scripting
https://github.com/bazelbuild/bazel/issues/3280,Scripting,Scripting
https://github.com/bazelbuild/bazel/issues/3284,Scripting,Scripting
https://github.com/bazelbuild/bazel/issues/331,Scripting,Scripting
https://github.com/bazelbuild/bazel/issues/3326,Scripting,Scripting
https://github.com/bazelbuild/bazel/issues/3447,Scripting,Scripting
https://github.com/bazelbuild/bazel/issues/3459,Scripting,Scripting
https://github.com/bazelbuild/bazel/issues/3704,Scripting,Scripting
https://github.com/bazelbuild/bazel/issues/4063,Scripting,Scripting
https://github.com/bazelbuild/bazel/issues/419,Scripting,Scripting
https://github.com/bazelbuild/bazel/issues/436,Scripting,Scripting
https://github.com/bazelbuild/bazel/issues/440,Scripting,Scripting
https://github.com/bazelbuild/bazel/issues/4537,Scripting,Scripting
https://github.com/bazelbuild/bazel/issues/488,Scripting,Scripting
